festival_date,dong_name,total_visitors_daily,local_visitors_daily,foreign_visitors_daily,is_festival_active,festival_name,sigungu_name,day_of_week,festival_type,has_celebrity_performance,festival_duration,weather_station_id,min_temperature,max_temperature,rain_duration_active_hours,total_rainfall_active_hours,is_public_holiday,year,month,day,is_weekend,is_final_holiday,daily_festival_attendance_y
2023-08-15,경포동,53098,19590,33509,0,없음,데이터없음,1,없음,0,0,105,22.1,23.9,0.0,0.0,1,2023,8,15,0,1,0
2023-08-15,고한읍,18826,4536,14290,0,없음,데이터없음,1,없음,0,0,216,19.0,24.2,0.0,0.0,1,2023,8,15,0,1,0
2023-08-15,공근면,4946,1614,3332,0,없음,데이터없음,1,없음,0,0,114,23.0,32.7,0.0,0.0,1,2023,8,15,0,1,0
2023-08-15,김화읍,4088,2054,2034,0,없음,데이터없음,1,없음,0,0,95,22.4,30.7,0.0,0.0,1,2023,8,15,0,1,0
2023-08-15,대화면,6601,3724,2877,0,없음,데이터없음,1,없음,0,0,121,20.2,31.3,0.0,0.0,1,2023,8,15,0,1,0
2023-08-15,둔내면,19691,4116,15575,0,없음,데이터없음,1,없음,0,0,100,18.2,21.1,0.0,0.0,1,2023,8,15,0,1,0
2023-08-15,묵호동,16247,4504,11742,0,없음,데이터없음,1,없음,0,0,106,21.8,24.2,0.0,0.0,1,2023,8,15,0,1,0
2023-08-15,발한동,11126,6580,4546,0,없음,데이터없음,1,없음,0,0,106,21.8,24.2,0.0,0.0,1,2023,8,15,0,1,0
2023-08-15,봉평면,26369,5271,21098,0,없음,데이터없음,1,없음,0,0,100,18.2,21.1,0.0,0.0,1,2023,8,15,0,1,0
2023-08-15,사내면,10626,3146,7480,0,없음,데이터없음,1,없음,0,0,95,22.4,30.7,0.0,0.0,1,2023,8,15,0,1,0
2023-08-15,사북읍,26579,5341,21238,0,없음,데이터없음,1,없음,0,0,216,19.0,24.2,0.0,0.0,1,2023,8,15,0,1,0
2023-08-15,양구읍,19215,12103,7112,0,없음,데이터없음,1,없음,0,0,211,21.3,30.3,0.0,0.0,1,2023,8,15,0,1,0
2023-08-15,영월읍,29904,13450,16454,0,없음,데이터없음,1,없음,0,0,121,20.2,31.3,0.0,0.0,1,2023,8,15,0,1,0
2023-08-15,용평면,29074,3934,25140,0,없음,데이터없음,1,없음,0,0,100,18.2,21.1,0.0,0.0,1,2023,8,15,0,1,0
2023-08-15,조양동,56707,28567,28140,0,없음,데이터없음,1,없음,0,0,90,21.5,23.1,0.0,0.0,1,2023,8,15,0,1,0
2023-08-15,죽왕면,21696,4518,17178,0,없음,데이터없음,1,없음,0,0,90,21.5,23.1,0.0,0.0,1,2023,8,15,0,1,0
2023-08-15,천곡동,45668,29918,15750,0,없음,데이터없음,1,없음,0,0,106,21.8,24.2,0.0,0.0,1,2023,8,15,0,1,0
2023-08-15,청일면,2919,816,2104,0,없음,데이터없음,1,없음,0,0,212,21.2,32.2,0.0,0.0,1,2023,8,15,0,1,0
2023-08-15,홍천읍,41538,25372,16166,0,없음,데이터없음,1,없음,0,0,212,21.2,32.2,0.0,0.0,1,2023,8,15,0,1,0
2023-08-15,황지동,18515,11022,7494,0,없음,데이터없음,1,없음,0,0,216,19.0,24.2,0.0,0.0,1,2023,8,15,0,1,0
2023-08-15,효자1동,1578,1253,326,0,없음,데이터없음,1,없음,0,0,101,22.5,32.7,0.0,0.0,1,2023,8,15,0,1,0
2023-08-16,강동면,17542,7084,10458,0,없음,데이터없음,2,없음,0,0,105,22.1,26.7,0.0,0.0,0,2023,8,16,0,0,0
2023-08-16,경포동,46242,22054,24188,0,없음,데이터없음,2,없음,0,0,105,22.1,26.7,0.0,0.0,0,2023,8,16,0,0,0
2023-08-16,고한읍,15267,5394,9874,0,없음,데이터없음,2,없음,0,0,216,17.9,27.1,0.0,0.0,0,2023,8,16,0,0,0
2023-08-16,공근면,4151,1950,2202,0,없음,데이터없음,2,없음,0,0,114,22.4,31.6,0.0,0.0,0,2023,8,16,0,0,0
2023-08-16,김화읍,3622,2454,1169,0,없음,데이터없음,2,없음,0,0,95,20.5,31.0,0.0,0.0,0,2023,8,16,0,0,0
2023-08-16,대화면,6636,4630,2006,0,없음,데이터없음,2,없음,0,0,121,19.4,30.2,0.0,0.0,0,2023,8,16,0,0,0
2023-08-16,둔내면,14070,4274,9796,0,없음,데이터없음,2,없음,0,0,100,18.6,24.2,0.0,0.0,0,2023,8,16,0,0,0
2023-08-16,묵호동,11011,4294,6716,0,없음,데이터없음,2,없음,0,0,106,21.9,26.2,0.0,0.0,0,2023,8,16,0,0,0
2023-08-16,발한동,10402,7598,2804,0,없음,데이터없음,2,없음,0,0,106,21.9,26.2,0.0,0.0,0,2023,8,16,0,0,0
2023-08-16,봉평면,17808,5610,12198,0,없음,데이터없음,2,없음,0,0,100,18.6,24.2,0.0,0.0,0,2023,8,16,0,0,0
2023-08-16,사내면,8250,4011,4238,0,없음,데이터없음,2,없음,0,0,95,20.5,31.0,0.0,0.0,0,2023,8,16,0,0,0
2023-08-16,사북읍,21462,6450,15012,0,없음,데이터없음,2,없음,0,0,216,17.9,27.1,0.0,0.0,0,2023,8,16,0,0,0
2023-08-16,양구읍,19842,14640,5201,0,없음,데이터없음,2,없음,0,0,211,20.5,32.2,0.0,0.0,0,2023,8,16,0,0,0
2023-08-16,영월읍,26936,15806,11130,0,없음,데이터없음,2,없음,0,0,121,19.4,30.2,0.0,0.0,0,2023,8,16,0,0,0
2023-08-16,용평면,17308,4064,13244,0,없음,데이터없음,2,없음,0,0,100,18.6,24.2,0.0,0.0,0,2023,8,16,0,0,0
2023-08-16,조양동,53865,31381,22484,0,없음,데이터없음,2,없음,0,0,90,21.3,25.2,0.0,0.0,0,2023,8,16,0,0,0
2023-08-16,죽왕면,16226,5061,11165,0,없음,데이터없음,2,없음,0,0,90,21.3,25.2,0.0,0.0,0,2023,8,16,0,0,0
2023-08-16,천곡동,45542,34041,11501,0,없음,데이터없음,2,없음,0,0,106,21.9,26.2,0.0,0.0,0,2023,8,16,0,0,0
2023-08-16,청일면,1792,928,864,0,없음,데이터없음,2,없음,0,0,212,20.5,31.6,0.0,0.0,0,2023,8,16,0,0,0
2023-08-16,홍천읍,43572,30450,13122,0,없음,데이터없음,2,없음,0,0,212,20.5,31.6,0.0,0.0,0,2023,8,16,0,0,0
2023-08-16,황지동,18907,13828,5078,0,없음,데이터없음,2,없음,0,0,216,17.9,27.1,0.0,0.0,0,2023,8,16,0,0,0
2023-08-16,효자1동,1946,1687,259,0,없음,데이터없음,2,없음,0,0,101,20.7,32.2,0.0,0.0,0,2023,8,16,0,0,0
2023-08-17,강동면,17549,7256,10294,0,없음,데이터없음,3,없음,0,0,105,22.0,28.7,0.0,0.0,0,2023,8,17,0,0,0
2023-08-17,경포동,46498,22253,24244,0,없음,데이터없음,3,없음,0,0,105,22.0,28.7,0.0,0.0,0,2023,8,17,0,0,0
2023-08-17,고한읍,14010,5061,8950,0,없음,데이터없음,3,없음,0,0,216,19.7,27.7,0.0,0.0,0,2023,8,17,0,0,0
2023-08-17,공근면,4154,1841,2314,0,없음,데이터없음,3,없음,0,0,114,23.8,31.3,1.0,0.1,0,2023,8,17,0,0,0
2023-08-17,김화읍,3706,2527,1180,0,없음,데이터없음,3,없음,0,0,95,21.8,32.1,0.0,0.0,0,2023,8,17,0,0,0
2023-08-17,대화면,6486,4550,1936,0,없음,데이터없음,3,없음,0,0,121,21.9,30.2,0.0,0.0,0,2023,8,17,0,0,0
2023-08-17,둔내면,12943,4224,8718,0,없음,데이터없음,3,없음,0,0,100,17.2,25.6,0.0,0.0,0,2023,8,17,0,0,0
2023-08-17,묵호동,11868,4522,7346,0,없음,데이터없음,3,없음,0,0,106,21.6,25.1,0.0,0.0,0,2023,8,17,0,0,0
2023-08-17,발한동,10300,7455,2846,0,없음,데이터없음,3,없음,0,0,106,21.6,25.1,0.0,0.0,0,2023,8,17,0,0,0
2023-08-17,봉평면,19047,6114,12932,0,없음,데이터없음,3,없음,0,0,100,17.2,25.6,0.0,0.0,0,2023,8,17,0,0,0
2023-08-17,사내면,7693,4039,3654,0,없음,데이터없음,3,없음,0,0,95,21.8,32.1,0.0,0.0,0,2023,8,17,0,0,0
2023-08-17,사북읍,20870,6447,14424,0,없음,데이터없음,3,없음,0,0,216,19.7,27.7,0.0,0.0,0,2023,8,17,0,0,0
2023-08-17,양구읍,18994,14388,4606,0,없음,데이터없음,3,없음,0,0,211,20.9,31.9,0.0,0.0,0,2023,8,17,0,0,0
2023-08-17,영월읍,27909,16222,11686,0,없음,데이터없음,3,없음,0,0,121,21.9,30.2,0.0,0.0,0,2023,8,17,0,0,0
2023-08-17,용평면,16622,4221,12400,0,없음,데이터없음,3,없음,0,0,100,17.2,25.6,0.0,0.0,0,2023,8,17,0,0,0
2023-08-17,조양동,52196,30723,21472,0,없음,데이터없음,3,없음,0,0,90,22.0,26.5,0.0,0.0,0,2023,8,17,0,0,0
2023-08-17,죽왕면,16765,5128,11638,0,없음,데이터없음,3,없음,0,0,90,22.0,26.5,0.0,0.0,0,2023,8,17,0,0,0
2023-08-17,천곡동,46575,34171,12404,0,없음,데이터없음,3,없음,0,0,106,21.6,25.1,0.0,0.0,0,2023,8,17,0,0,0
2023-08-17,청일면,1732,875,858,0,없음,데이터없음,3,없음,0,0,212,22.8,31.5,2.0,0.9,0,2023,8,17,0,0,0
2023-08-17,홍천읍,41503,29680,11823,0,없음,데이터없음,3,없음,0,0,212,22.8,31.5,2.0,0.9,0,2023,8,17,0,0,0
2023-08-17,황지동,18382,13881,4501,0,없음,데이터없음,3,없음,0,0,216,19.7,27.7,0.0,0.0,0,2023,8,17,0,0,0
2023-08-17,효자1동,2356,1960,396,0,없음,데이터없음,3,없음,0,0,101,23.6,32.4,0.0,0.0,0,2023,8,17,0,0,0
2023-08-18,강동면,17686,7238,10448,0,없음,데이터없음,4,없음,0,0,105,22.5,28.2,1.0,0.3,0,2023,8,18,0,0,0
2023-08-18,경포동,48125,21794,26330,0,없음,데이터없음,4,없음,0,0,105,22.5,28.2,1.0,0.3,0,2023,8,18,0,0,0
2023-08-18,고한읍,15582,5218,10364,0,없음,데이터없음,4,없음,0,0,216,19.2,28.9,0.0,0.0,0,2023,8,18,0,0,0
2023-08-18,공근면,4319,1967,2352,0,없음,데이터없음,4,없음,0,0,114,24.2,32.5,0.0,0.0,0,2023,8,18,0,0,0
2023-08-18,김화읍,3664,2370,1295,0,없음,데이터없음,4,없음,0,0,95,21.7,32.5,0.0,0.0,0,2023,8,18,0,0,0
2023-08-18,대화면,7052,4564,2488,0,없음,데이터없음,4,없음,0,0,121,22.8,33.5,0.0,0.0,0,2023,8,18,0,0,0
2023-08-18,둔내면,14410,4078,10332,0,없음,데이터없음,4,없음,0,0,100,15.6,27.7,0.0,0.0,0,2023,8,18,0,0,0
2023-08-18,묵호동,12257,4620,7637,0,없음,데이터없음,4,없음,0,0,106,22.4,25.8,0.0,0.0,0,2023,8,18,0,0,0
2023-08-18,발한동,10748,7581,3168,0,없음,데이터없음,4,없음,0,0,106,22.4,25.8,0.0,0.0,0,2023,8,18,0,0,0
2023-08-18,봉평면,20290,5642,14648,0,없음,데이터없음,4,없음,0,0,100,15.6,27.7,0.0,0.0,0,2023,8,18,0,0,0
2023-08-18,사내면,7690,4039,3650,0,없음,데이터없음,4,없음,0,0,95,21.7,32.5,0.0,0.0,0,2023,8,18,0,0,0
2023-08-18,사북읍,21756,6268,15488,0,없음,데이터없음,4,없음,0,0,216,19.2,28.9,0.0,0.0,0,2023,8,18,0,0,0
2023-08-18,양구읍,19579,14441,5138,0,없음,데이터없음,4,없음,0,0,211,21.6,34.8,0.0,0.0,0,2023,8,18,0,0,0
2023-08-18,영월읍,28718,15922,12796,0,없음,데이터없음,4,없음,0,0,121,22.8,33.5,0.0,0.0,0,2023,8,18,0,0,0
2023-08-18,용평면,19488,4291,15197,0,없음,데이터없음,4,없음,0,0,100,15.6,27.7,0.0,0.0,0,2023,8,18,0,0,0
2023-08-18,조양동,54754,31045,23709,0,없음,데이터없음,4,없음,0,0,90,22.0,26.5,0.0,0.0,0,2023,8,18,0,0,0
2023-08-18,죽왕면,18714,5470,13244,0,없음,데이터없음,4,없음,0,0,90,22.0,26.5,0.0,0.0,0,2023,8,18,0,0,0
2023-08-18,천곡동,49423,34535,14889,0,없음,데이터없음,4,없음,0,0,106,22.4,25.8,0.0,0.0,0,2023,8,18,0,0,0
2023-08-18,청일면,2282,934,1348,0,없음,데이터없음,4,없음,0,0,212,23.3,33.6,0.0,0.0,0,2023,8,18,0,0,0
2023-08-18,홍천읍,42766,29764,13002,0,없음,데이터없음,4,없음,0,0,212,23.3,33.6,0.0,0.0,0,2023,8,18,0,0,0
2023-08-18,황지동,20248,14903,5344,0,없음,데이터없음,4,없음,0,0,216,19.2,28.9,0.0,0.0,0,2023,8,18,0,0,0
2023-08-18,효자1동,1988,1673,315,0,없음,데이터없음,4,없음,0,0,101,23.1,33.8,0.0,0.0,0,2023,8,18,0,0,0
2023-08-19,강동면,20552,6464,14088,0,없음,데이터없음,5,없음,0,0,105,23.5,28.5,0.0,0.0,0,2023,8,19,1,1,0
2023-08-19,경포동,57502,19680,37821,0,없음,데이터없음,5,없음,0,0,105,23.5,28.5,0.0,0.0,0,2023,8,19,1,1,0
2023-08-19,고한읍,17966,4588,13377,0,없음,데이터없음,5,없음,0,0,216,21.9,29.0,0.0,0.0,0,2023,8,19,1,1,0
2023-08-19,공근면,5005,1572,3434,0,없음,데이터없음,5,없음,0,0,114,25.5,32.8,0.0,0.0,0,2023,8,19,1,1,0
2023-08-19,김화읍,4284,2062,2222,0,없음,데이터없음,5,없음,0,0,95,24.8,32.3,0.0,0.0,0,2023,8,19,1,1,0
2023-08-19,대화면,7777,4130,3647,0,없음,데이터없음,5,없음,0,0,121,23.9,32.4,0.0,0.0,0,2023,8,19,1,1,0
2023-08-19,둔내면,19932,3878,16054,0,없음,데이터없음,5,없음,0,0,100,18.3,27.9,0.0,0.0,0,2023,8,19,1,1,0
2023-08-19,묵호동,17826,5176,12649,0,없음,데이터없음,5,없음,0,0,106,23.3,26.4,0.0,0.0,0,2023,8,19,1,1,0
2023-08-19,발한동,10902,6636,4266,0,없음,데이터없음,5,없음,0,0,106,23.3,26.4,0.0,0.0,0,2023,8,19,1,1,0
2023-08-19,봉평면,26621,5036,21584,0,없음,데이터없음,5,없음,0,0,100,18.3,27.9,0.0,0.0,0,2023,8,19,1,1,0
2023-08-19,사내면,10846,3230,7616,0,없음,데이터없음,5,없음,0,0,95,24.8,32.3,0.0,0.0,0,2023,8,19,1,1,0
2023-08-19,사북읍,26586,5621,20965,0,없음,데이터없음,5,없음,0,0,216,21.9,29.0,0.0,0.0,0,2023,8,19,1,1,0
2023-08-19,양구읍,18400,12288,6111,0,없음,데이터없음,5,없음,0,0,211,22.4,33.8,0.0,0.0,0,2023,8,19,1,1,0
2023-08-19,영월읍,34080,13706,20374,0,없음,데이터없음,5,없음,0,0,121,23.9,32.4,0.0,0.0,0,2023,8,19,1,1,0
2023-08-19,용평면,27142,3703,23440,0,없음,데이터없음,5,없음,0,0,100,18.3,27.9,0.0,0.0,0,2023,8,19,1,1,0
2023-08-19,조양동,61271,28508,32764,0,없음,데이터없음,5,없음,0,0,90,22.1,27.0,0.0,0.0,0,2023,8,19,1,1,0
2023-08-19,죽왕면,27338,4760,22578,1,해안선 레저스포츠 페스티벌,고성군,5,기타,0,2,90,22.1,27.0,0.0,0.0,0,2023,8,19,1,1,562
2023-08-19,천곡동,49476,30611,18865,0,없음,데이터없음,5,없음,0,0,106,23.3,26.4,0.0,0.0,0,2023,8,19,1,1,0
2023-08-19,청일면,3986,952,3034,0,없음,데이터없음,5,없음,0,0,212,23.9,33.3,0.0,0.0,0,2023,8,19,1,1,0
2023-08-19,홍천읍,45146,26047,19100,0,없음,데이터없음,5,없음,0,0,212,23.9,33.3,0.0,0.0,0,2023,8,19,1,1,0
2023-08-19,황지동,19019,12680,6338,0,없음,데이터없음,5,없음,0,0,216,21.9,29.0,0.0,0.0,0,2023,8,19,1,1,0
2023-08-19,효자1동,2170,1732,438,0,없음,데이터없음,5,없음,0,0,101,25.0,33.5,0.0,0.0,0,2023,8,19,1,1,0
2023-08-20,강동면,19526,6654,12873,0,없음,데이터없음,6,없음,0,0,105,24.6,30.4,3.0,21.0,0,2023,8,20,1,1,0
2023-08-20,경포동,53886,20195,33691,0,없음,데이터없음,6,없음,0,0,105,24.6,30.4,3.0,21.0,0,2023,8,20,1,1,0
2023-08-20,고한읍,17594,4445,13150,0,없음,데이터없음,6,없음,0,0,216,21.3,27.9,8.0,16.2,0,2023,8,20,1,1,0
2023-08-20,공근면,4126,1564,2562,0,없음,데이터없음,6,없음,0,0,114,25.6,32.0,0.0,0.0,0,2023,8,20,1,1,0
2023-08-20,김화읍,4025,1852,2174,0,없음,데이터없음,6,없음,0,0,95,23.2,30.3,0.0,0.0,0,2023,8,20,1,1,0
2023-08-20,대화면,6408,3633,2776,0,없음,데이터없음,6,없음,0,0,121,22.8,33.0,0.0,0.0,0,2023,8,20,1,1,0
2023-08-20,둔내면,20153,3878,16275,0,없음,데이터없음,6,없음,0,0,100,19.1,25.1,4.0,45.6,0,2023,8,20,1,1,0
2023-08-20,묵호동,14760,4588,10171,0,없음,데이터없음,6,없음,0,0,106,23.1,26.4,5.0,5.5,0,2023,8,20,1,1,0
2023-08-20,발한동,9982,5761,4221,0,없음,데이터없음,6,없음,0,0,106,23.1,26.4,5.0,5.5,0,2023,8,20,1,1,0
2023-08-20,봉평면,24983,4907,20076,0,없음,데이터없음,6,없음,0,0,100,19.1,25.1,4.0,45.6,0,2023,8,20,1,1,0
2023-08-20,사내면,11116,3196,7920,0,없음,데이터없음,6,없음,0,0,95,23.2,30.3,0.0,0.0,0,2023,8,20,1,1,0
2023-08-20,사북읍,23972,5422,18550,0,없음,데이터없음,6,없음,0,0,216,21.3,27.9,8.0,16.2,0,2023,8,20,1,1,0
2023-08-20,양구읍,18263,12362,5901,0,없음,데이터없음,6,없음,0,0,211,22.7,31.9,0.0,0.0,0,2023,8,20,1,1,0
2023-08-20,영월읍,30156,12736,17420,0,없음,데이터없음,6,없음,0,0,121,22.8,33.0,0.0,0.0,0,2023,8,20,1,1,0
2023-08-20,용평면,31560,3605,27954,0,없음,데이터없음,6,없음,0,0,100,19.1,25.1,4.0,45.6,0,2023,8,20,1,1,0
2023-08-20,조양동,56620,26978,29642,0,없음,데이터없음,6,없음,0,0,90,23.7,25.7,3.0,6.7,0,2023,8,20,1,1,0
2023-08-20,죽왕면,22236,4658,17577,1,해안선 레저스포츠 페스티벌,고성군,6,기타,0,2,90,23.7,25.7,3.0,6.7,0,2023,8,20,1,1,438
2023-08-20,천곡동,43138,27367,15771,0,없음,데이터없음,6,없음,0,0,106,23.1,26.4,5.0,5.5,0,2023,8,20,1,1,0
2023-08-20,청일면,3440,826,2614,0,없음,데이터없음,6,없음,0,0,212,24.7,32.3,0.0,0.0,0,2023,8,20,1,1,0
2023-08-20,홍천읍,39910,24339,15572,0,없음,데이터없음,6,없음,0,0,212,24.7,32.3,0.0,0.0,0,2023,8,20,1,1,0
2023-08-20,황지동,15396,9807,5590,0,없음,데이터없음,6,없음,0,0,216,21.3,27.9,8.0,16.2,0,2023,8,20,1,1,0
2023-08-20,효자1동,1866,1498,368,0,없음,데이터없음,6,없음,0,0,101,24.9,32.4,0.0,0.0,0,2023,8,20,1,1,0
2023-08-21,강동면,16681,7102,9580,0,없음,데이터없음,0,없음,0,0,105,23.7,32.1,0.0,0.0,0,2023,8,21,0,0,0
2023-08-21,경포동,44527,21917,22610,0,없음,데이터없음,0,없음,0,0,105,23.7,32.1,0.0,0.0,0,2023,8,21,0,0,0
2023-08-21,고한읍,12320,5092,7228,0,없음,데이터없음,0,없음,0,0,216,19.9,30.2,0.0,0.0,0,2023,8,21,0,0,0
2023-08-21,공근면,3440,1701,1740,0,없음,데이터없음,0,없음,0,0,114,25.2,33.6,0.0,0.0,0,2023,8,21,0,0,0
2023-08-21,김화읍,3238,2300,938,0,없음,데이터없음,0,없음,0,0,95,23.0,31.6,1.0,0.9,0,2023,8,21,0,0,0
2023-08-21,대화면,6296,4624,1673,0,없음,데이터없음,0,없음,0,0,121,22.5,32.2,0.0,0.0,0,2023,8,21,0,0,0
2023-08-21,둔내면,13136,4050,9086,0,없음,데이터없음,0,없음,0,0,100,18.7,30.2,0.0,0.0,0,2023,8,21,0,0,0
2023-08-21,묵호동,10056,4624,5432,0,없음,데이터없음,0,없음,0,0,106,22.9,28.3,0.0,0.0,0,2023,8,21,0,0,0
2023-08-21,발한동,10196,7448,2748,0,없음,데이터없음,0,없음,0,0,106,22.9,28.3,0.0,0.0,0,2023,8,21,0,0,0
2023-08-21,봉평면,16180,5688,10493,0,없음,데이터없음,0,없음,0,0,100,18.7,30.2,0.0,0.0,0,2023,8,21,0,0,0
2023-08-21,사내면,7560,3882,3678,0,없음,데이터없음,0,없음,0,0,95,23.0,31.6,1.0,0.9,0,2023,8,21,0,0,0
2023-08-21,사북읍,18568,6450,12117,0,없음,데이터없음,0,없음,0,0,216,19.9,30.2,0.0,0.0,0,2023,8,21,0,0,0
2023-08-21,양구읍,19523,14522,5002,0,없음,데이터없음,0,없음,0,0,211,23.9,33.3,0.0,0.0,0,2023,8,21,0,0,0
2023-08-21,영월읍,25417,15953,9464,0,없음,데이터없음,0,없음,0,0,121,22.5,32.2,0.0,0.0,0,2023,8,21,0,0,0
2023-08-21,용평면,15596,4207,11389,0,없음,데이터없음,0,없음,0,0,100,18.7,30.2,0.0,0.0,0,2023,8,21,0,0,0
2023-08-21,조양동,52136,31154,20982,0,없음,데이터없음,0,없음,0,0,90,22.9,28.5,0.0,0.0,0,2023,8,21,0,0,0
2023-08-21,죽왕면,14900,5341,9558,0,없음,데이터없음,0,없음,0,0,90,22.9,28.5,0.0,0.0,0,2023,8,21,0,0,0
2023-08-21,천곡동,44524,33922,10602,0,없음,데이터없음,0,없음,0,0,106,22.9,28.3,0.0,0.0,0,2023,8,21,0,0,0
2023-08-21,청일면,1788,889,900,0,없음,데이터없음,0,없음,0,0,212,23.8,32.5,0.0,0.0,0,2023,8,21,0,0,0
2023-08-21,홍천읍,41184,30090,11095,0,없음,데이터없음,0,없음,0,0,212,23.8,32.5,0.0,0.0,0,2023,8,21,0,0,0
2023-08-21,황지동,18326,14476,3850,0,없음,데이터없음,0,없음,0,0,216,19.9,30.2,0.0,0.0,0,2023,8,21,0,0,0
2023-08-21,효자1동,1582,1354,228,0,없음,데이터없음,0,없음,0,0,101,23.6,33.6,0.0,0.0,0,2023,8,21,0,0,0
2023-08-22,강동면,15908,7399,8508,0,없음,데이터없음,1,없음,0,0,105,24.8,35.3,0.0,0.0,0,2023,8,22,0,0,0
2023-08-22,경포동,43740,22026,21714,0,없음,데이터없음,1,없음,0,0,105,24.8,35.3,0.0,0.0,0,2023,8,22,0,0,0
2023-08-22,고한읍,11424,5058,6366,0,없음,데이터없음,1,없음,0,0,216,21.0,29.8,0.0,0.0,0,2023,8,22,0,0,0
2023-08-22,공근면,3678,1890,1788,0,없음,데이터없음,1,없음,0,0,114,25.0,31.3,1.0,11.0,0,2023,8,22,0,0,0
2023-08-22,김화읍,2814,2020,794,0,없음,데이터없음,1,없음,0,0,95,24.2,29.9,6.0,20.0,0,2023,8,22,0,0,0
2023-08-22,대화면,5943,4424,1519,0,없음,데이터없음,1,없음,0,0,121,22.8,32.1,0.0,0.0,0,2023,8,22,0,0,0
2023-08-22,둔내면,15050,3916,11134,0,없음,데이터없음,1,없음,0,0,100,21.7,29.0,0.0,0.0,0,2023,8,22,0,0,0
2023-08-22,묵호동,9936,4610,5327,0,없음,데이터없음,1,없음,0,0,106,23.3,34.6,0.0,0.0,0,2023,8,22,0,0,0
2023-08-22,발한동,10846,8186,2660,0,없음,데이터없음,1,없음,0,0,106,23.3,34.6,0.0,0.0,0,2023,8,22,0,0,0
2023-08-22,봉평면,16656,5957,10700,0,없음,데이터없음,1,없음,0,0,100,21.7,29.0,0.0,0.0,0,2023,8,22,0,0,0
2023-08-22,사내면,7472,3832,3640,0,없음,데이터없음,1,없음,0,0,95,24.2,29.9,6.0,20.0,0,2023,8,22,0,0,0
2023-08-22,사북읍,17941,6482,11459,0,없음,데이터없음,1,없음,0,0,216,21.0,29.8,0.0,0.0,0,2023,8,22,0,0,0
2023-08-22,양구읍,19271,14494,4778,0,없음,데이터없음,1,없음,0,0,211,24.7,30.3,2.0,15.6,0,2023,8,22,0,0,0
2023-08-22,영월읍,24980,16012,8967,0,없음,데이터없음,1,없음,0,0,121,22.8,32.1,0.0,0.0,0,2023,8,22,0,0,0
2023-08-22,용평면,14826,4368,10458,0,없음,데이터없음,1,없음,0,0,100,21.7,29.0,0.0,0.0,0,2023,8,22,0,0,0
2023-08-22,조양동,49462,30306,19156,0,없음,데이터없음,1,없음,0,0,90,23.8,33.8,1.0,0.3,0,2023,8,22,0,0,0
2023-08-22,죽왕면,13786,5050,8736,0,없음,데이터없음,1,없음,0,0,90,23.8,33.8,1.0,0.3,0,2023,8,22,0,0,0
2023-08-22,천곡동,44107,33607,10500,0,없음,데이터없음,1,없음,0,0,106,23.3,34.6,0.0,0.0,0,2023,8,22,0,0,0
2023-08-22,청일면,1550,830,721,0,없음,데이터없음,1,없음,0,0,212,23.6,30.8,1.0,0.9,0,2023,8,22,0,0,0
2023-08-22,홍천읍,39613,29410,10202,0,없음,데이터없음,1,없음,0,0,212,23.6,30.8,1.0,0.9,0,2023,8,22,0,0,0
2023-08-22,황지동,18162,14284,3878,0,없음,데이터없음,1,없음,0,0,216,21.0,29.8,0.0,0.0,0,2023,8,22,0,0,0
2023-08-22,효자1동,2558,1690,868,0,없음,데이터없음,1,없음,0,0,101,24.8,31.5,0.0,0.0,0,2023,8,22,0,0,0
2023-08-23,강동면,14812,7287,7525,0,없음,데이터없음,2,없음,0,0,105,22.1,34.7,5.0,7.4,0,2023,8,23,0,0,0
2023-08-23,경포동,39960,20923,19036,0,없음,데이터없음,2,없음,0,0,105,22.1,34.7,5.0,7.4,0,2023,8,23,0,0,0
2023-08-23,고한읍,10734,5204,5530,0,없음,데이터없음,2,없음,0,0,216,18.5,28.8,2.0,13.1,0,2023,8,23,0,0,0
2023-08-23,공근면,3146,1750,1396,0,없음,데이터없음,2,없음,0,0,114,23.1,31.4,6.0,56.0,0,2023,8,23,0,0,0
2023-08-23,김화읍,2706,1967,738,0,없음,데이터없음,2,없음,0,0,95,20.4,25.6,12.0,63.9,0,2023,8,23,0,0,0
2023-08-23,대화면,5974,4400,1575,0,없음,데이터없음,2,없음,0,0,121,20.7,31.7,4.0,49.2,0,2023,8,23,0,0,0
2023-08-23,둔내면,10790,3902,6888,0,없음,데이터없음,2,없음,0,0,100,17.7,27.1,4.0,8.8,0,2023,8,23,0,0,0
2023-08-23,묵호동,8866,4214,4652,0,없음,데이터없음,2,없음,0,0,106,21.8,30.1,2.0,3.2,0,2023,8,23,0,0,0
2023-08-23,발한동,11232,8603,2628,0,없음,데이터없음,2,없음,0,0,106,21.8,30.1,2.0,3.2,0,2023,8,23,0,0,0
2023-08-23,봉평면,13783,5264,8519,0,없음,데이터없음,2,없음,0,0,100,17.7,27.1,4.0,8.8,0,2023,8,23,0,0,0
2023-08-23,사내면,7130,3672,3458,0,없음,데이터없음,2,없음,0,0,95,20.4,25.6,12.0,63.9,0,2023,8,23,0,0,0
2023-08-23,사북읍,17535,6332,11204,0,없음,데이터없음,2,없음,0,0,216,18.5,28.8,2.0,13.1,0,2023,8,23,0,0,0
